Tweet,Class
ام الوسخ متريد تشوف كاظم وشنو انت ومنو حتى تقيمين القيصر بحلكج الاعوج,P
طيط عل الخليج والعرب امبراطورية فارس اليراني قادمه,P
,P
بلمناسبه الي حجو على كاظم من الحيوانات الفنانين هذا قرد العبد ابن العبد محمد عبده و الغورله ماجد العبد لله مظغوطين منه والفنانات اريدن نيج لن هن عاشقات عير كاظم الكويت ههههههههه نصفكم ولدنه 1991الغزو نسيتو مو اغتصبناهن من الدبر مناويج وهذا الجذاب بل حرب ايريد اي طب الكويت ابو فخري شني ريحته بلصيف اشششرد,P
كاظم تاج راسك  كس اخت الكويت,P
محمد عبده صوتك جنه صوت صخل طاكه بلاعيمه,P
كل شخص تكلم عن كاظم الساهر كان له موقف ربما مقبول.... اما بخصوص هاي الگحبة الكويتية بلاعة العير ولج عبدالله روشيد وين وكاظم الساهر وين حتى ماكو مقارنة بين كاظم وبين هذا الحمار ...وبعدين انتي شنو محلج من الاعراب تمنعين كاظم من دخول الكويت هههههههه عير بالكويت وعير بكسج وبطيزج وجة الفرخ,P
المعذيعة خرا احـسهها مو بـششر 🙂🔪,P
انتو منو حتى نقيمون الساهر  محمد عبدو وملحم بركات ووائل جسار وحتى الوسوف اما نبيل شعيل وصباح اللامي  ذولة حتى ماكو من يسمعهم منا لمئة عام بيكم خير جيبو اغنية مثل انا وليلى كاظم الساهر اصبحت نجوميته تقارن بالمطربين الكبار امثال عبد الحليم ومحمد عبد الوهاب مو نتو جايين شوية حثالة تقيمو واحد يكول اني صنعتة من لبنان والاخر يكول الكويت,P
"شبيهم هذوله مغثوثين من كاضم وهاي المذيعه الخايسه وج كاضم اصلا مجاي للكويت والاحلى كل واحد يكول اني وإني طلعت كاضم لا والاحسن محمد عبدو الي يموت غيره من كاضم 
كاضم صوته وهيبته تسوه كل فنانين العرب",P
امدااااااكم كاظم يشوه راسكم ياثولان امدااااااااكم تفوووووو💦💦💦💦,P
دنجبوو قنادر انتو متوصلون ضفر من كاظم  ومن اخلاقه كبرر باع هذا المضعوط الصوته يلعب النفس محمد عبده لمن اسمعه تلعب نفسي من الطرب وهذا الدبشكه بلبل مادري فيل الخليج نبيل شعيل مضغوطين باكثر من لقاء ع كاظم وهاي القندره مي العيدان انتي شنو تروحين فدوة لكاظم زباله,P
يا خرى مضغوطين من القيصر,P
هم يريدون يصبحون مشهورين فما لقو شي غير يتكلمون عن واحد كبير حتى الناس تعرفهم .. بس احلى شي انو القيصر ما يرد على الحثالة 😉 لان المحترم يظل محترم 👌و الحثالة يظل حثاله 🐒,P
الي يدور نجومية ويريد يصير معروف بالوطن العربي يطلع بالتلفزيون ويحجي على كاظم الساهر. لكم زبايل ترحون فدوى بس لاسم كاظم..انتو منو وشنو ويقيمون عملاق مثل كاظم حثالة الفن...ماعده الكبير جورج وسوف,P
واحدكم ميسوه خرية كاظم الساهر,P
اكثر شي اللبنانيه تنرفز...جنها نعجه متيهة ربعها...كبررر,P
تاج راسكم كاظم تفو عليكم كلكم,P
انتم شنهو وتقيمون القيصر ياحثالت المشتمع هاذا القيصر ياغجر اوخصن النتي الكوتيه ول البنانيه الكوت اتكولون احنه سوناه ولبنان احنه سوناه هاي على دليل نجاحه انتم من ضايجين منه هاذه كاظم موانتم ياحثاله,P
اكل خرة تحجي ع ابو وسام,P
"بالنسبه الجورج  يااخي روح عالج نسفك وبعدين احجي
بالنسبه نبيل ال بو بعران هذا يكفي بحقه
وبالنسبه هاي  الكويتيه هم من ال يو بعران  ما ااريد اشوف كاظم بالكويت طبعاً اكيد اني هم اضم الصوتج كاظم ميدخل للكويت لان بس يبيع نعاله ويشتري الكويت ال بو بعران كووووووووووووووولها",P
"مثلاً مثلاً شريد احجي😐 
لان هذوله بهايم ماينفع معاهم الحجي
اني اكتفي بتعليقي واكول(اذا غاب الذئب نبح الكلاب)😏وانت شلون ماتحبون تفسروهة فسروهة",P
يحاولون النيل من فنان العراق الحبيب هؤلاء السفلة,P
كاظم مفضل عليكم بصوته يا بلد العاهرات وبلد الغناء المدللع,P
والخليج منينلهم فنانين احلام البقرة ام كنتاكي لو هذ نبيل شعيل جنه برميل طرشي بس عبد الله رويشد احبه,P
ضاغطهم ابوجوادضاغطهم القيصرترحون فدوةالحرف من اسمةقشامرشلون حثالة محمدعبده وصباح الامي والله لوتعيشون ابكدعمركم بعدعشرين مرةمتوصلون الكاظم الساهرمدرسةاﻷغنيةالعربية,P
"10 حثاله ظهروا يتكلمون عن القيصر كاظم الساهر 
حثالة",P
غير حثاله لمن تحجون على القيصر منزعجين من نجوميته بل عالم العربي,P
هذا منو الحثاله الي يرتقي ب اغنيه البرتقاله ومنو يتجرء يحجي ع كاضم,P
كلكم ترحون فدوه لنعال كاظم الساهر مضغوطين,P
ههههههههه الحقد الدفين لأنه فنان عضيم وانتم لن تستطيعو إن تصلولضفرالقيصرانجازاته عضيمه وهذاحقد نبيل شعيل الفيل لايصل بحذاء الساهر وجورج وسوف غيره غيره احقدوا فلم تصلولضفره وهوعضيم والعضماء تحقدعليهم الصراصر,P
"رقم 2 
تروحين 😀 فدؤه لخصوته",P
ابن القوندرة يكلة البرتقالة جميلة وجه النعال,P
طاح حظكم اي ولله يبقى الفنان كاظم الساهر تاج روسكم ويبقى ملك الاغنيه واليبقى القيصر من توصلون ربع الي وصله بعدين احچو وهذي المذيعه الكوبتيه شبه المعز رايدا تكسب جمهور بااسم كاظم الساهر,P
انعل ابوك لابو الجابكم فديت القيصر,P
"ياثور تروح فدوة لبولة صدام ...
شجاب صدام بالنص متخلف كبر",P
.اليحجي ع كاظم الساهر نغل يعني امه جابته بل بوكه ياحثالة مجتمع ما توصلون قندرة كاظم,P
كلكم حثالة,P
كلهم بغلة,P
صدك قذرين شكد يكرهون العراق والشعب العراقي ✌✌✌تاج راسكم العراق.  العراق سوف ينتصر بأذن الله ويخرج من المحنه ويقف على رجليه وسوف تعودن الجرذان الى جحورها,P
الكويتيين يكولون احنه الي خلينها ينجح ولبنانيين يكولون احنه الي خليناه ينجاح جورج وسوف سوري يكول احنه الي خليناه ينجح والمصريين يكولون احنه الي خليناه ينجح ههههه والي يقيم صوته محمد عبده الي صوته صوت بعير ومحد يحب اغانية بس يجاملونه لان سعودي ويضخ فلوس وللعلم محمد عبده اول ما غنه بمصر وجان راسه عباره عن حبة جور هند لان كفشته كفشة قرد ويمه غنه ضلو يضحكون علية وفشل ورجع لسعودية انوب كبل شهروه بالفلوس وطو لقب    فنان العرب محمد عبده,P
,P
,P
هاي الحيوانه شبيهه مضغوطه من كاظم انتي منو وتقيمين كاظم الساهر قيمي نفسج اول شي مو مذيعه جنج غسالة عطلانه مختنكه وهم هذوله الحثالة ينتقدون الشخصيات الكبيرة حتى يبرزون بالساحه كبور تلفكم وانت محمد عبده تبدي الاغنيه تنتهي مافتهم منك شي يارعااااة الغنم والصخل ههه شجابكم ع الثقافه 👌👌👌 مضغوطين من القيصر 😂😂😂😂,P
